customer_id,total_revenue,order_count,segment
12397,2409.9,2,Core-Growth
17589,2404.17,4,Core-Growth
15980,2398.86,3,Core-Growth
18065,2392.83,14,Core-Growth
13141,2388.75,5,Core-Growth
15370,2386.05,7,Core-Growth
17530,2385.0,10,Core-Growth
14493,2383.2400000000002,5,Core-Growth
14554,2381.04,4,Core-Growth
14239,2380.85,11,Core-Growth
15270,2379.49,7,Core-Growth
13722,2375.41,3,Core-Growth
17434,2373.82,7,Core-Growth
14930,2372.86,3,Core-Growth
13908,2369.55,4,Core-Growth
15755,2364.25,6,Core-Growth
12457,2363.23,7,Core-Growth
17634,2361.9700000000003,9,Core-Growth
14030,2360.09,8,Core-Growth
14440,2357.6800000000003,5,Core-Growth
15140,2354.25,7,Core-Growth
14309,2352.53,9,Core-Growth
12704,2340.84,8,Core-Growth
18259,2338.6000000000004,3,Core-Growth
12584,2338.15,9,Core-Growth
18257,2337.63,8,Core-Growth
17954,2332.72,12,Core-Growth
15281,2332.15,9,Core-Growth
12782,2330.92,5,Core-Growth
15785,2328.9700000000003,5,Core-Growth
17313,2328.84,1,Core-Growth
17744,2322.4,6,Core-Growth
17211,2317.2200000000003,8,Core-Growth
14290,2314.65,5,Core-Growth
15365,2314.32,7,Core-Growth
13994,2313.14,6,Core-Growth
13704,2308.06,9,Core-Growth
15288,2306.52,5,Core-Growth
16735,2300.56,5,Core-Growth
16550,2298.97,5,Core-Growth
15105,2298.93,7,Core-Growth
13115,2294.78,4,Core-Growth
15704,2293.62,4,Core-Growth
12615,2291.19,4,Core-Growth
13527,2287.51,7,Core-Growth
17696,2285.71,8,Core-Growth
12684,2283.63,7,Core-Growth
16782,2279.9,13,Core-Growth
13317,2273.68,6,Core-Growth
17768,2273.1800000000003,3,Core-Growth
14466,2272.4,7,Core-Growth
13700,2265.12,10,Core-Growth
16057,2263.12,7,Core-Growth
16209,2262.62,5,Core-Growth
14432,2255.51,6,Core-Growth
16293,2248.9900000000002,10,Core-Growth
17442,2248.56,6,Core-Growth
15235,2247.51,12,Core-Growth
16771,2246.81,5,Core-Growth
15665,2242.01,2,Core-Growth
14211,2241.1,9,Core-Growth
16743,2238.09,7,Core-Growth
14560,2237.77,22,Core-Growth
14700,2235.3,3,Core-Growth
16076,2234.73,10,Core-Growth
15834,2233.75,4,Core-Growth
18242,2232.4900000000002,4,Core-Growth
14226,2232.19,5,Core-Growth
14825,2226.91,12,Core-Growth
17591,2225.9700000000003,7,Core-Growth
12783,2225.91,6,Core-Growth
13365,2225.37,2,Core-Growth
15722,2222.56,5,Core-Growth
15811,2218.62,6,Core-Growth
12876,2218.02,2,Core-Growth
12653,2209.85,2,Core-Growth
13862,2209.36,8,Core-Growth
15797,2207.4,4,Core-Growth
15179,2206.95,5,Core-Growth
13831,2202.99,6,Core-Growth
17406,2200.42,3,Core-Growth
15123,2199.31,2,Core-Growth
16628,2188.05,5,Core-Growth
15394,2183.54,4,Core-Growth
14341,2182.28,8,Core-Growth
12856,2179.93,6,Core-Growth
12909,2178.67,5,Core-Growth
12501,2169.39,1,Core-Growth
12633,2163.98,4,Core-Growth
13755,2161.35,9,Core-Growth
12935,2160.7,7,Core-Growth
16456,2158.37,5,Core-Growth
14407,2157.73,6,Core-Growth
16379,2157.4,4,Core-Growth
13224,2155.95,2,Core-Growth
16966,2154.97,7,Core-Growth
17272,2148.63,4,Core-Growth
14828,2139.76,3,Core-Growth
12560,2134.01,3,Core-Growth
17400,2129.96,5,Core-Growth
13517,2128.42,3,Core-Growth
14360,2128.23,4,Core-Growth
16407,2126.93,10,Core-Growth
14640,2125.08,6,Core-Growth
15058,2124.9900000000002,11,Core-Growth
13632,2121.27,5,Core-Growth
18061,2119.41,10,Core-Growth
18008,2116.19,9,Core-Growth
14691,2114.33,5,Core-Growth
13265,2107.66,5,Core-Growth
18173,2106.84,4,Core-Growth
18093,2106.52,4,Core-Growth
14461,2103.06,3,Core-Growth
14515,2102.09,6,Core-Growth
17861,2100.8,8,Core-Growth
15815,2100.6,5,Core-Growth
13126,2099.64,8,Core-Growth
12610,2099.54,5,Core-Growth
16875,2095.53,5,Core-Growth
17191,2095.13,7,Core-Growth
18283,2094.88,16,Core-Growth
14306,2093.32,2,Core-Growth
13571,2092.32,12,Core-Growth
17490,2092.32,7,Core-Growth
13297,2089.85,4,Core-Growth
18044,2088.6,10,Core-Growth
14810,2087.88,11,Core-Growth
16954,2085.08,9,Core-Growth
18231,2083.27,5,Core-Growth
14696,2078.95,7,Core-Growth
14209,2073.43,6,Core-Growth
18241,2073.09,17,Core-Growth
18219,2069.77,10,Core-Growth
14482,2068.15,6,Core-Growth
12948,2064.95,7,Core-Growth
12928,2062.7000000000003,5,Core-Growth
16281,2062.06,1,Core-Growth
14409,2059.4500000000003,6,Core-Growth
12518,2056.89,5,Core-Growth
17667,2055.51,5,Core-Growth
14188,2054.36,6,Core-Growth
16150,2053.02,5,Core-Growth
17086,2050.08,6,Core-Growth
17612,2048.45,6,Core-Growth
14232,2048.07,5,Core-Growth
17625,2047.0,4,Core-Growth
13495,2044.8700000000001,5,Core-Growth
17597,2044.3700000000001,1,Core-Growth
17090,2043.95,7,Core-Growth
13450,2043.7199999999998,6,Core-Growth
14001,2043.0800000000002,3,Core-Growth
12585,2040.1,2,Core-Growth
13593,2037.0800000000002,5,Core-Growth
18069,2036.67,5,Core-Growth
17846,2033.1,1,Core-Growth
13630,2031.78,7,Core-Growth
16409,2028.88,5,Core-Growth
17337,2027.8700000000001,4,Core-Growth
16358,2027.5,4,Core-Growth
14544,2024.45,2,Core-Growth
15341,2020.52,1,Core-Growth
14506,2012.17,5,Core-Growth
15531,2007.44,2,Core-Growth
15372,2007.3999999999999,1,Core-Growth
16098,2005.63,7,Core-Growth
14730,2005.06,8,Core-Growth
14217,2004.98,17,Core-Growth
14462,2004.02,11,Core-Growth
17082,2003.85,2,Core-Growth
16754,2002.4,1,Core-Growth
15493,2001.8,5,Core-Growth
18188,2001.04,3,Core-Growth
13305,2000.86,10,Core-Growth
16698,1998.0,2,Core-Growth
17827,1995.46,5,Core-Growth
18204,1993.7,3,Core-Growth
17679,1992.1100000000001,2,Core-Growth
17088,1991.01,4,Core-Growth
13246,1987.3,6,Core-Growth
13590,1981.92,6,Core-Growth
13725,1980.56,8,Core-Growth
17422,1979.37,6,Core-Growth
16341,1971.87,4,Core-Growth
17997,1970.6699999999998,8,Core-Growth
12674,1970.6,4,Core-Growth
17790,1965.55,14,Core-Growth
17218,1960.72,10,Core-Growth
15351,1960.1100000000001,7,Core-Growth
14498,1957.32,5,Core-Growth
12853,1957.1000000000001,6,Core-Growth
17554,1952.45,5,Core-Growth
14533,1949.72,7,Core-Growth
14653,1947.55,7,Core-Growth
15814,1945.33,4,Core-Growth
15518,1942.45,8,Core-Growth
14418,1937.25,3,Core-Growth
14472,1936.84,8,Core-Growth
15864,1936.3200000000002,6,Core-Growth
15157,1936.07,3,Core-Growth
12528,1933.48,6,Core-Growth
14655,1932.23,4,Core-Growth
14978,1931.42,5,Core-Growth
16983,1931.25,7,Core-Growth
13094,1927.3200000000002,12,Core-Growth
16942,1920.59,9,Core-Growth
15021,1914.82,9,Core-Growth
17368,1912.67,8,Core-Growth
14285,1910.01,4,Core-Growth
16426,1908.25,10,Core-Growth
17228,1906.09,8,Core-Growth
14210,1905.8400000000001,6,Core-Growth
15819,1905.45,4,Core-Growth
14250,1904.05,3,Core-Growth
12762,1898.52,2,Core-Growth
17463,1896.41,5,Core-Growth
17870,1894.35,12,Core-Growth
14934,1890.94,2,Core-Growth
12371,1887.96,2,Core-Growth
15641,1887.2,4,Core-Growth
16170,1885.05,6,Core-Growth
13890,1883.8100000000002,10,Core-Growth
16128,1880.22,5,Core-Growth
17738,1879.05,4,Core-Growth
15367,1877.59,4,Core-Growth
17293,1875.1100000000001,9,Core-Growth
16986,1873.2,2,Core-Growth
13982,1871.81,4,Core-Growth
16474,1871.5,7,Core-Growth
17469,1870.97,5,Core-Growth
16841,1869.82,6,Core-Growth
14524,1867.68,9,Core-Growth
17787,1865.19,4,Core-Growth
16201,1863.47,4,Core-Growth
14887,1862.0,1,Core-Growth
12423,1859.31,8,Core-Growth
17873,1859.16,5,Core-Growth
14305,1858.96,3,Core-Growth
12963,1856.63,8,Core-Growth
16979,1852.0,6,Core-Growth
13421,1851.08,2,Core-Growth
12383,1850.56,5,Core-Growth
12381,1845.31,5,Core-Growth
17519,1844.02,6,Core-Growth
18180,1843.75,6,Core-Growth
12950,1843.0,3,Core-Growth
17015,1842.56,3,Core-Growth
16102,1842.14,3,Core-Growth
16455,1841.18,7,Core-Growth
14113,1840.42,4,Core-Growth
14216,1839.3,4,Core-Growth
13924,1838.8500000000001,6,Core-Growth
14459,1837.92,1,Core-Growth
18287,1837.28,3,Core-Growth
13650,1836.34,6,Core-Growth
15827,1836.0900000000001,14,Core-Growth
13048,1835.91,4,Core-Growth
14665,1835.7,5,Core-Growth
16152,1829.04,1,Core-Growth
15203,1827.8,6,Core-Growth
18122,1826.21,6,Core-Growth
17702,1824.37,4,Core-Growth
16153,1824.23,5,Core-Growth
17705,1823.52,9,Core-Growth
16169,1822.97,4,Core-Growth
17828,1820.09,4,Core-Growth
17629,1814.12,8,Core-Growth
15260,1810.77,7,Core-Growth
13481,1804.56,5,Core-Growth
17663,1802.91,7,Core-Growth
15812,1801.14,5,Core-Growth
16249,1800.07,5,Core-Growth
13562,1799.33,3,Core-Growth
13196,1797.78,4,Core-Growth
17750,1797.57,9,Core-Growth
17648,1797.5,4,Core-Growth
12348,1797.24,4,Core-Growth
18235,1796.48,3,Core-Growth
13134,1793.58,4,Core-Growth
18179,1793.17,6,Core-Growth
13510,1791.56,4,Core-Growth
16719,1790.42,7,Core-Growth
12523,1789.77,11,Core-Growth
14215,1789.72,6,Core-Growth
14621,1788.3600000000001,5,Core-Growth
13875,1786.79,5,Core-Growth
14608,1785.15,4,Core-Growth
14935,1784.71,1,Core-Growth
15050,1782.09,3,Core-Growth
16380,1780.59,1,Core-Growth
15220,1778.96,6,Core-Growth
17092,1777.78,4,Core-Growth
12645,1775.18,4,Core-Growth
17754,1772.26,5,Core-Growth
15594,1771.78,5,Core-Growth
15473,1771.2,7,Core-Growth
17813,1770.8799999999999,5,Core-Growth
14387,1770.56,3,Core-Growth
16681,1770.34,6,Core-Growth
13456,1766.72,6,Core-Growth
15950,1765.51,4,Core-Growth
16751,1764.72,1,Core-Growth
12424,1760.96,2,Core-Growth
12823,1759.5,5,Core-Growth
12349,1757.55,1,Core-Growth
15241,1756.44,8,Core-Growth
16359,1750.92,9,Core-Growth
13564,1749.02,3,Core-Growth
13808,1747.66,5,Core-Growth
15067,1744.76,3,Core-Growth
13157,1741.22,4,Core-Growth
14595,1740.6,6,Core-Growth
17930,1740.48,5,Core-Growth
17353,1740.0,2,Core-Growth
17457,1737.7,5,Core-Growth
14673,1736.4,5,Core-Growth
17043,1735.18,4,Core-Growth
16791,1721.78,7,Core-Growth
17451,1721.4,7,Core-Growth
14834,1720.3,6,Core-Growth
15267,1717.36,5,Core-Growth
17162,1715.46,10,Core-Growth
13763,1714.96,1,Core-Growth
17147,1714.59,4,Core-Growth
14441,1712.89,4,Core-Growth
12405,1710.39,1,Core-Growth
15947,1708.24,1,Core-Growth
12407,1708.1200000000001,5,Core-Growth
16902,1706.88,1,Core-Growth
15240,1706.57,5,Core-Growth
16398,1705.8,2,Core-Growth
17282,1703.41,3,Core-Growth
12843,1702.26,8,Core-Growth
16007,1701.94,4,Core-Growth
13184,1701.29,10,Core-Growth
17193,1699.3000000000002,7,Core-Growth
13824,1698.94,5,Core-Growth
16775,1695.66,11,Core-Growth
12764,1693.88,1,Core-Growth
14245,1693.45,2,Core-Growth
15549,1693.26,3,Core-Growth
16813,1692.98,10,Core-Growth
16671,1692.27,3,Core-Growth
15380,1690.2600000000002,5,Core-Growth
17152,1689.5,3,Core-Growth
12635,1689.18,2,Core-Growth
13162,1688.29,4,Core-Growth
13577,1687.6000000000001,4,Core-Growth
16638,1680.72,10,Core-Growth
13647,1678.1200000000001,4,Core-Growth
13149,1676.06,4,Core-Growth
17656,1674.69,5,Core-Growth
16115,1667.97,8,Core-Growth
12912,1662.3,5,Core-Growth
12530,1662.28,4,Core-Growth
13012,1661.8400000000001,8,Core-Growth
15214,1661.44,8,Core-Growth
15024,1661.33,10,Core-Growth
15332,1661.06,4,Core-Growth
12967,1660.9,2,Core-Growth
14045,1659.75,4,Core-Growth
15953,1659.3799999999999,8,Core-Growth
15826,1654.31,3,Core-Growth
14573,1653.42,9,Core-Growth
17284,1652.58,6,Core-Growth
16711,1651.03,5,Core-Growth
14837,1649.5,4,Core-Growth
13750,1647.26,5,Core-Growth
12657,1643.18,4,Core-Growth
15002,1641.76,4,Core-Growth
13627,1638.47,5,Core-Growth
12398,1635.6599999999999,1,Core-Growth
15122,1633.78,3,Core-Growth
14164,1631.77,2,Core-Growth
17673,1629.12,6,Core-Growth
12377,1628.12,2,Core-Growth
16515,1627.13,5,Core-Growth
14759,1625.97,3,Core-Growth
16987,1625.05,7,Core-Growth
13425,1624.21,3,Core-Growth
15172,1624.05,5,Core-Growth
14937,1621.88,3,Core-Growth
17101,1621.73,4,Core-Growth
14178,1620.93,7,Core-Growth
16801,1619.73,4,Core-Growth
18161,1618.69,5,Core-Growth
14336,1614.91,4,Core-Growth
16992,1614.31,5,Core-Growth
15791,1612.69,2,Core-Growth
14312,1611.59,6,Core-Growth
13614,1610.46,4,Core-Growth
14918,1610.15,2,Core-Growth
12868,1607.0600000000002,6,Core-Growth
16817,1604.75,9,Core-Growth
12947,1603.99,6,Core-Growth
16466,1603.46,7,Core-Growth
14719,1602.13,5,Core-Growth
14587,1601.14,9,Core-Growth
15660,1600.86,9,Core-Growth
16496,1599.52,3,Core-Growth
13850,1595.48,1,Core-Growth
17837,1593.38,8,Core-Growth
16332,1593.2,7,Core-Growth
16676,1592.1200000000001,4,Core-Growth
14970,1592.06,4,Core-Growth
15611,1591.45,13,Core-Growth
18178,1590.81,4,Core-Growth
14442,1589.82,2,Core-Growth
12393,1582.6000000000001,4,Core-Growth
15532,1580.93,4,Core-Growth
12607,1579.51,1,Core-Growth
13814,1579.12,2,Core-Growth
16889,1578.67,3,Core-Growth
13186,1575.89,3,Core-Growth
13634,1575.16,5,Core-Growth
13659,1573.2,2,Core-Growth
17671,1572.71,4,Core-Growth
16283,1570.81,5,Core-Growth
12865,1568.23,2,Core-Growth
15906,1567.69,7,Core-Growth
15111,1567.48,3,Core-Growth
17085,1566.65,5,Core-Growth
17204,1564.56,4,Core-Growth
18239,1561.6100000000001,5,Core-Growth
14038,1560.38,3,Core-Growth
16394,1555.34,5,Core-Growth
13313,1555.32,5,Core-Growth
16369,1553.66,3,Core-Growth
15620,1553.18,3,Core-Growth
15117,1551.78,5,Core-Growth
13320,1548.7,4,Core-Growth
14229,1547.2,3,Core-Growth
14704,1546.91,9,Core-Growth
16790,1545.6200000000001,6,Core-Growth
13397,1544.13,5,Core-Growth
15701,1542.14,4,Core-Growth
12818,1542.08,1,Core-Growth
16365,1540.42,9,Core-Growth
17159,1538.88,3,Core-Growth
13849,1537.95,2,Core-Growth
12877,1535.77,12,Core-Growth
15392,1535.53,4,Core-Growth
15625,1534.26,4,Core-Growth
13107,1531.6200000000001,4,Core-Growth
12759,1531.44,3,Core-Growth
14321,1530.75,5,Core-Growth
14567,1530.3600000000001,2,Core-Growth
15916,1528.09,8,Core-Growth
16244,1522.75,2,Core-Growth
16434,1522.25,7,Core-Growth
16066,1521.87,5,Core-Growth
13764,1521.76,3,Core-Growth
13213,1520.58,5,Core-Growth
16880,1519.08,7,Core-Growth
14267,1516.24,3,Core-Growth
13791,1516.0,2,Core-Growth
16748,1515.9,5,Core-Growth
16053,1511.95,2,Core-Growth
16910,1510.06,8,Core-Growth
16279,1509.58,3,Core-Growth
16016,1508.76,8,Core-Growth
15265,1506.1200000000001,2,Core-Growth
12937,1504.27,4,Core-Growth
15530,1502.35,4,Core-Growth
16762,1501.38,3,Core-Growth
13810,1499.01,3,Core-Growth
17571,1498.51,4,Core-Growth
14414,1496.98,7,Core-Growth
16755,1496.83,3,Core-Growth
17002,1493.73,3,Core-Growth
15057,1489.5,2,Core-Growth
13110,1488.67,7,Core-Growth
13692,1488.32,3,Core-Growth
14963,1487.8,5,Core-Growth
17553,1487.6,1,Core-Growth
16395,1486.9,5,Core-Growth
14878,1485.54,9,Core-Growth
14758,1484.06,4,Core-Growth
18016,1483.56,5,Core-Growth
15427,1483.14,3,Core-Growth
17590,1479.22,3,Core-Growth
14403,1475.81,4,Core-Growth
15983,1475.02,4,Core-Growth
12826,1474.72,7,Core-Growth
14404,1474.32,6,Core-Growth
14246,1474.06,3,Core-Growth
15128,1471.0,4,Core-Growth
16348,1469.45,7,Core-Growth
14875,1465.3200000000002,2,Core-Growth
12882,1463.04,2,Core-Growth
14233,1462.72,4,Core-Growth
14541,1461.65,8,Core-Growth
17063,1461.14,7,Core-Growth
16059,1459.8600000000001,6,Core-Growth
16996,1456.96,6,Core-Growth
13309,1456.79,5,Core-Growth
13477,1454.58,6,Core-Growth
15987,1451.28,7,Core-Growth
14740,1448.21,3,Core-Growth
15426,1447.39,5,Core-Growth
14591,1447.14,4,Core-Growth
17073,1446.09,4,Core-Growth
13717,1445.01,6,Core-Growth
13461,1445.0,3,Core-Growth
17175,1443.69,4,Core-Growth
15478,1441.42,2,Core-Growth
15858,1438.85,5,Core-Growth
14071,1438.82,8,Core-Growth
13159,1437.85,4,Core-Growth
14566,1432.0,1,Core-Growth
16503,1431.93,4,Core-Growth
13475,1431.78,4,Core-Growth
16103,1429.64,6,Core-Growth
16271,1429.24,5,Core-Growth
14035,1428.02,5,Core-Growth
15681,1426.16,5,Core-Growth
15106,1422.52,5,Core-Growth
16463,1422.4,4,Core-Growth
16571,1421.69,3,Core-Growth
14019,1421.61,3,Core-Growth
14901,1421.29,9,Core-Growth
14443,1420.2,4,Core-Growth
17288,1419.73,7,Core-Growth
16173,1418.32,6,Core-Growth
15444,1418.26,2,Core-Growth
17856,1418.03,4,Core-Growth
18116,1418.03,8,Core-Growth
14649,1417.29,4,Core-Growth
14748,1415.75,5,Core-Growth
16012,1415.29,3,Core-Growth
16245,1413.66,3,Core-Growth
17004,1412.94,2,Core-Growth
15237,1412.32,4,Core-Growth
15596,1406.59,5,Core-Growth
17083,1405.78,3,Core-Growth
15563,1400.44,4,Core-Growth
14741,1400.34,6,Core-Growth
18202,1396.99,3,Core-Growth
13995,1393.69,5,Core-Growth
17354,1393.06,1,Core-Growth
15810,1391.98,4,Core-Growth
15051,1391.61,3,Core-Growth
13414,1390.5,3,Core-Growth
13516,1389.41,3,Core-Growth
15898,1388.88,5,Core-Growth
16539,1388.81,4,Core-Growth
15453,1388.37,7,Core-Growth
15134,1387.99,8,Core-Growth
12952,1387.79,4,Core-Growth
17676,1387.68,6,Core-Growth
12775,1386.04,5,Core-Growth
13308,1385.51,3,Core-Growth
18167,1384.8600000000001,3,Core-Growth
17311,1384.85,2,Core-Growth
13572,1384.25,1,Core-Growth
14507,1383.18,6,Core-Growth
14116,1382.74,5,Core-Growth
16389,1382.07,4,Core-Growth
16726,1382.02,5,Core-Growth
17621,1379.9,3,Core-Growth
12886,1378.4,2,Core-Growth
15569,1375.71,5,Core-Growth
16669,1374.8700000000001,3,Core-Growth
14434,1372.8,6,Core-Growth
15095,1370.6,4,Core-Growth
13813,1366.8600000000001,4,Core-Growth
14897,1366.38,4,Core-Growth
13396,1360.99,2,Core-Growth
14102,1360.28,5,Core-Growth
15411,1358.88,4,Core-Growth
13232,1357.6,7,Core-Growth
17054,1356.33,5,Core-Growth
14064,1353.74,5,Core-Growth
14859,1353.74,4,Core-Growth
15116,1352.75,4,Core-Growth
16079,1352.0,3,Core-Growth
16493,1351.63,4,Core-Growth
12770,1351.45,1,Core-Growth
12646,1346.97,2,Core-Growth
14154,1345.62,2,Core-Growth
15398,1345.53,2,Core-Growth
12463,1344.78,4,Core-Growth
17372,1342.68,8,Core-Growth
16317,1341.65,3,Core-Growth
13743,1341.6,7,Core-Growth
18177,1341.42,6,Core-Growth
16045,1340.7,4,Core-Growth
13501,1340.32,1,Core-Growth
15734,1339.45,2,Core-Growth
12620,1339.41,3,Core-Growth
15059,1337.72,9,Core-Growth
16110,1337.48,3,Core-Growth
12919,1335.19,6,Core-Growth
15680,1333.68,3,Core-Growth
17932,1331.57,3,Core-Growth
12676,1331.39,6,Core-Growth
16295,1328.55,4,Core-Growth
15146,1327.16,2,Core-Growth
17633,1324.84,4,Core-Growth
12854,1324.5,3,Core-Growth
17095,1324.16,3,Core-Growth
16370,1320.56,4,Core-Growth
14794,1319.91,7,Core-Growth
13168,1319.19,4,Core-Growth
16083,1317.62,2,Core-Growth
12526,1316.66,3,Core-Growth
14921,1316.07,2,Core-Growth
12576,1315.83,5,Core-Growth
14511,1314.81,5,Core-Growth
16464,1314.68,3,Core-Growth
14738,1314.45,7,Core-Growth
14973,1314.45,3,Core-Growth
16040,1313.55,3,Core-Growth
12364,1313.1,4,Core-Growth
12516,1312.06,2,Core-Growth
14856,1311.3799999999999,3,Core-Growth
14477,1309.6,4,Core-Growth
16120,1309.14,4,Core-Growth
14047,1308.6100000000001,5,Core-Growth
13328,1308.48,1,Core-Growth
14297,1305.33,4,Core-Growth
12507,1304.81,3,Core-Growth
16744,1304.76,7,Core-Growth
17919,1304.04,1,Core-Growth
15813,1303.9099999999999,2,Core-Growth
14898,1303.52,6,Core-Growth
15108,1300.25,4,Core-Growth
15494,1299.23,2,Core-Growth
12488,1298.66,3,Core-Growth
12372,1298.04,3,Core-Growth
15602,1297.8700000000001,9,Core-Growth
17961,1296.44,39,Core-Growth
16929,1295.39,7,Core-Growth
16224,1295.3,4,Core-Growth
15621,1293.03,4,Core-Growth
16101,1290.7,1,Core-Growth
15171,1289.5,1,Core-Growth
15136,1286.7,4,Core-Growth
16949,1286.27,6,Core-Growth
17350,1286.07,4,Core-Growth
17802,1285.04,3,Core-Growth
16899,1281.56,6,Core-Growth
13878,1281.53,1,Core-Growth
13538,1280.85,7,Core-Growth
16951,1277.75,3,Core-Growth
16692,1276.0,2,Core-Growth
17019,1272.61,4,Core-Growth
12394,1272.48,2,Core-Growth
12630,1270.88,2,Core-Growth
14669,1269.99,3,Core-Growth
13492,1269.84,3,Core-Growth
13431,1269.1,2,Core-Growth
14916,1268.98,4,Core-Growth
15199,1268.7,4,Core-Growth
16660,1267.6499999999999,4,Core-Growth
17037,1267.32,1,Core-Growth
17158,1266.97,3,Core-Growth
14105,1266.23,1,Core-Growth
13989,1266.08,2,Core-Growth
16842,1264.19,3,Core-Growth
15497,1262.2,2,Core-Growth
15009,1261.78,3,Core-Growth
16688,1260.86,4,Core-Growth
17388,1259.56,4,Core-Growth
17412,1258.06,7,Core-Growth
13151,1257.8700000000001,1,Core-Growth
14931,1257.68,5,Core-Growth
16639,1257.51,3,Core-Growth
17481,1255.59,4,Core-Growth
13848,1255.0,3,Core-Growth
17262,1253.3600000000001,5,Core-Growth
14698,1250.76,5,Core-Growth
14383,1247.69,3,Core-Growth
12689,1247.61,2,Core-Growth
13029,1247.5,3,Core-Growth
15004,1246.32,1,Core-Growth
12494,1246.1000000000001,7,Core-Growth
13860,1245.9,5,Core-Growth
14428,1244.83,5,Core-Growth
16531,1244.59,7,Core-Growth
17584,1242.3,2,Core-Growth
17588,1240.2,3,Core-Growth
17731,1240.11,4,Core-Growth
12985,1239.38,2,Core-Growth
13476,1238.47,2,Core-Growth
14893,1237.8500000000001,2,Core-Growth
13931,1237.53,2,Core-Growth
15201,1236.54,5,Core-Growth
14684,1236.28,5,Core-Growth
15376,1233.3600000000001,3,Core-Growth
15910,1232.18,8,Core-Growth
18080,1231.5,2,Core-Growth
18171,1231.31,5,Core-Growth
14913,1227.43,4,Core-Growth
12997,1226.89,4,Core-Growth
12412,1226.88,3,Core-Growth
17774,1225.41,4,Core-Growth
15841,1224.06,4,Core-Growth
13208,1223.9,6,Core-Growth
16794,1222.71,10,Core-Growth
14745,1220.26,5,Core-Growth
15227,1219.4,5,Core-Growth
13491,1215.82,10,Core-Growth
17410,1214.72,5,Core-Growth
13055,1214.41,3,Core-Growth
18263,1213.1599999999999,3,Core-Growth
13918,1212.8400000000001,2,Core-Growth
16653,1212.66,2,Core-Growth
12464,1212.05,8,Core-Growth
17653,1207.56,4,Core-Growth
15737,1205.1200000000001,8,Core-Growth
16800,1201.49,1,Core-Growth
13158,1201.06,4,Core-Growth
17320,1200.6200000000001,3,Core-Growth
17800,1199.01,9,Core-Growth
15605,1198.23,5,Core-Growth
13118,1197.81,5,Core-Growth
13211,1197.42,3,Core-Growth
16042,1197.27,5,Core-Growth
17867,1197.1000000000001,6,Core-Growth
14487,1196.33,6,Core-Growth
17720,1195.94,4,Core-Growth
17526,1195.8999999999999,4,Core-Growth
15145,1194.73,4,Core-Growth
12611,1193.32,1,Core-Growth
13882,1191.13,5,Core-Growth
12462,1189.59,2,Core-Growth
16612,1187.66,4,Core-Growth
15630,1186.35,2,Core-Growth
13752,1186.28,6,Core-Growth
17058,1179.89,3,Core-Growth
16950,1178.56,3,Core-Growth
12885,1175.22,3,Core-Growth
12640,1174.58,3,Core-Growth
15306,1174.35,3,Core-Growth
14857,1173.12,2,Core-Growth
13611,1171.8,3,Core-Growth
18168,1169.94,6,Core-Growth
12358,1168.06,2,Core-Growth
13500,1166.77,3,Core-Growth
14737,1164.55,3,Core-Growth
14261,1163.45,2,Core-Growth
14447,1163.23,5,Core-Growth
16714,1161.53,3,Core-Growth
12546,1161.5,2,Core-Growth
15088,1160.07,2,Core-Growth
17348,1159.52,5,Core-Growth
13499,1159.11,5,Core-Growth
16184,1158.79,6,Core-Growth
14723,1158.3,6,Core-Growth
13744,1156.36,2,Core-Growth
16637,1154.47,4,Core-Growth
16062,1153.62,4,Core-Growth
12710,1149.02,3,Core-Growth
17505,1145.84,2,Core-Growth
16766,1145.6,2,Core-Growth
12769,1143.6,1,Core-Growth
17770,1143.27,5,Core-Growth
18125,1142.99,4,Core-Growth
15985,1142.42,2,Core-Growth
16270,1141.24,1,Core-Growth
13330,1140.93,3,Core-Growth
13819,1140.35,3,Core-Growth
16172,1140.21,5,Core-Growth
17135,1139.73,7,Core-Growth
17500,1138.0,3,Core-Growth
17302,1135.63,5,Core-Growth
17242,1135.04,2,Core-Growth
15489,1134.28,3,Core-Growth
16989,1133.25,6,Core-Growth
17585,1133.07,4,Core-Growth
13282,1132.14,3,Core-Growth
13772,1132.13,3,Core-Growth
13310,1132.03,3,Core-Growth
13610,1131.88,7,Core-Growth
15500,1131.56,4,Core-Growth
13447,1129.14,3,Core-Growth
14824,1127.71,4,Core-Growth
12609,1126.85,3,Core-Growth
14708,1126.37,3,Core-Growth
17470,1125.07,5,Core-Growth
14129,1123.8600000000001,5,Core-Growth
15436,1122.53,3,Core-Growth
13486,1122.41,3,Core-Growth
17562,1122.38,7,Core-Growth
16807,1121.59,3,Core-Growth
16086,1121.39,5,Core-Growth
15730,1120.88,3,Core-Growth
17894,1119.81,8,Core-Growth
14276,1119.74,3,Core-Growth
13064,1119.49,4,Core-Growth
12842,1118.99,2,Core-Growth
15716,1118.81,4,Core-Growth
17788,1117.9,2,Core-Growth
13591,1117.13,3,Core-Growth
14971,1116.57,3,Core-Growth
16350,1116.47,4,Core-Growth
12679,1113.02,4,Core-Growth
17609,1112.22,5,Core-Growth
16049,1111.79,3,Core-Growth
14161,1110.52,3,Core-Growth
14817,1110.34,2,Core-Growth
15069,1109.53,1,Core-Growth
12399,1108.65,4,Core-Growth
15933,1107.46,3,Core-Growth
16833,1106.53,4,Core-Growth
